iter	Passed	Remaining
275	3907	10249
276	3917	10224
277	3930	10207
278	3944	10194
279	3954	10169
280	3967	10151
281	3980	10134
282	3990	10110
283	4001	10087
284	4014	10071
285	4024	10048
286	4037	10031
287	4049	10010
288	4059	9987
289	4071	9968
290	4084	9951
291	4095	9929
292	4108	9913
293	4119	9892
294	4129	9868
295	4140	9846
296	4153	9830
297	4165	9812
298	4176	9792
299	4187	9771
300	4198	9748
301	4208	9727
302	4219	9705
303	4232	9690
304	4245	9674
305	4258	9658
306	4270	9640
307	4281	9618
308	4291	9596
309	4305	9582
310	4318	9566
311	4331	9552
312	4345	9537
313	4355	9515
314	4368	9499
315	4381	9483
316	4396	9471
317	4406	9450
318	4417	9429
319	4430	9415
320	4444	9400
321	4453	9377
322	4465	9359
323	4475	9337
324	4487	9319
325	4497	9299
326	4510	9282
327	4520	9260
328	4531	9241
329	4542	9223
330	4554	9204
331	4565	9185
332	4575	9164
333	4584	9142
334	4595	9122
335	4609	9108
336	4621	9091
337	4632	9073
338	4644	9055
339	4655	9037
340	4664	9015
341	4674	8994
342	4687	8979
343	4697	8957
344	4708	8940
345	4725	8931
346	4736	8914
347	4750	8900
348	4764	8886
349	4775	8868
350	4787	8852
351	4799	8834
352	4810	8816
353	4822	8799
354	4833	8782
355	4845	8764
356	4856	8747
357	4866	8727
358	4877	8708
359	4890	8694
360	4900	8674
361	4912	8658
362	4923	8640
363	4934	8621
364	4945	8603
365	4956	8586
366	4968	8569
367	4980	8552
368	4991	8535
369	5001	8516
370	5011	8496
371	5021	8477
372	5033	8460
373	5043	8442
374	5053	8422
375	5064	8404
376	5074	8386
377	5085	8368
378	5096	8350
379	5106	8331
380	5117	8314
381	5128	8296
382	5138	8277
383	5148	8258
384	5158	8239
385	5169	8222
386	5181	8206
387	5190	8187
388	5202	8170
389	5214	8155
390	5225	8139
391	5236	8122
392	5249	8107
393	5260	8091
394	5273	8076
395	5287	8065
396	5300	8050
397	5311	8034
398	5325	8022
399	5337	8006
400	5350	7992
401	5363	7978
402	5374	7962
403	5385	7945
404	5397	7929
405	5409	7915
406	5422	7901
407	5433	7884
408	5445	7868
409	5459	7856
410	5474	7845
411	5489	7833
412	5498	7815
413	5509	7798
414	5520	7782
415	5531	7765
416	5542	7749
417	5554	7733
418	5564	7716
419	5578	7703
420	5592	7691
421	5602	7674
422	5613	7657
423	5627	7645
424	5639	7629
425	5650	7612
426	5660	7595
427	5671	7579
428	5680	7561
429	5690	7543
430	5700	7525
431	5711	7508
432	5722	7494
433	5734	7478
434	5743	7459
435	5752	7441
436	5762	7424
437	5771	7405
438	5781	7388
439	5790	7370
440	5800	7352
441	5814	7340
442	5824	7323
443	5833	7305
444	5843	7287
445	5853	7270
446	5863	7253
447	5874	7238
448	5884	7221
449	5894	7204
450	5904	7187
451	5914	7170
452	5925	7154
453	5935	7138
454	5946	7122
455	5958	7108
456	5971	7095
457	5982	7080
458	5995	7066
459	6008	7052
460	6018	7036
461	6030	7022
462	6044	7010
463	6055	6994
464	6066	6980
465	6079	6966
466	6091	6952
467	6102	6937
468	6115	6923
469	6126	6909
470	6137	6893
471	6148	6877
472	6159	6862
473	6170	6847
474	6180	6830
475	6191	6815
476	6202	6800
477	6212	6784
478	6223	6769
479	6233	6753
480	6244	6737
481	6254	6721
482	6263	6704
483	6274	6689
484	6284	6672
485	6293	6656
486	6303	6640
487	6313	6623
488	6322	6607
489	6333	6591
490	6342	6575
491	6352	6559
492	6362	6542
493	6372	6526
494	6383	6512
495	6393	6496
496	6403	6480
497	6413	6465
498	6423	6449
499	6433	6433
500	6445	6419
501	6454	6403
502	6464	6387
503	6474	6371
504	6484	6356
505	6496	6341
506	6505	6325
507	6516	6310
508	6526	6295
509	6536	6280
510	6547	6265
511	6556	6249
512	6567	6234
513	6577	6219
514	6587	6203
515	6597	6187
516	6606	6172
517	6616	6156
518	6626	6141
519	6635	6125
520	6646	6110
521	6655	6094
522	6665	6079
523	6677	6065
524	6687	6050
525	6698	6035
526	6709	6021
527	6721	6008
528	6733	5995
529	6745	5982
530	6755	5966
531	6765	5951
532	6775	5936
533	6785	5921
534	6795	5906
535	6806	5892
536	6817	5877
537	6827	5863
538	6839	5849
539	6850	5835
540	6862	5822
541	6874	5809
542	6885	5795
543	6896	5780
544	6907	5766
545	6920	5754
546	6930	5739
547	6941	5725
548	6952	5711
549	6962	5696
550	6972	5681
551	6982	5667
552	6992	5652
553	7002	5637
554	7012	5622
555	7022	5607
556	7032	5592
557	7041	5578
558	7052	5563
559	7061	5548
560	7070	5532
561	7080	5518
562	7090	5503
563	7100	5488
564	7109	5473
565	7119	5459
566	7129	5444
567	7139	5429
568	7148	5415
569	7158	5399
570	7168	5385
571	7179	5371
572	7188	5356
573	7197	5341
574	7207	5327
575	7217	5312
576	7227	5298
577	7236	5283
578	7247	5269
579	7257	5255
580	7266	5240
581	7276	5226
582	7285	5211
583	7295	5197
584	7305	5182
585	7316	5168
586	7326	5154
587	7335	5140
588	7346	5126
589	7356	5112
590	7366	5097
591	7376	5083
592	7386	5069
593	7396	5055
594	7406	5041
595	7415	5026
596	7426	5012
597	7435	4998
598	7447	4985
599	7458	4972
600	7467	4957
601	7477	4943
602	7488	4930
603	7498	4916
604	7508	4902
605	7518	4888
606	7529	4874
607	7540	4861
608	7551	4848
609	7561	4834
610	7573	4821
611	7583	4808
612	7594	4794
613	7604	4780
614	7614	4767
615	7625	4753
616	7636	4740
617	7646	4726
618	7656	4712
619	7666	4698
620	7678	4686
621	7690	4673
622	7703	4661
623	7713	4648
624	7725	4635
625	7738	4623
626	7750	4610
627	7762	4597
628	7774	4585
629	7786	4572
630	7797	4559
631	7808	4546
632	7821	4534
633	7833	4522
634	7844	4509
635	7856	4496
636	7868	4483
637	7880	4471
638	7890	4457
639	7901	4444
640	7912	4431
641	7921	4417
642	7932	4404
643	7941	4390
644	7951	4376
645	7961	4362
646	7970	4348
647	7983	4336
648	7994	4323
649	8004	4310
650	8017	4298
651	8028	4284
652	8037	4270
653	8047	4257
654	8057	4243
655	8066	4229
656	8075	4216
657	8085	4202
658	8095	4188
659	8104	4174
660	8113	4161
661	8123	4147
662	8133	4134
663	8142	4120
664	8151	4106
665	8161	4092
666	8171	4079
667	8181	4066
668	8191	4053
669	8202	4039
670	8211	4026
671	8221	4012
672	8230	3999
673	8240	3985
674	8249	3972
675	8259	3958
676	8269	3945
677	8279	3932
678	8289	3918
679	8298	3905
680	8308	3892
681	8318	3878
682	8328	3865
683	8338	3852
684	8348	3839
685	8358	3825
686	8368	3812
687	8377	3799
688	8388	3786
689	8397	3772
690	8407	3759
691	8418	3746
692	8427	3733
693	8437	3720
694	8447	3707
695	8457	3693
696	8467	3680
697	8477	3667
698	8487	3654
699	8497	3641
700	8507	3628
701	8517	3615
702	8527	3602
703	8537	3589
704	8549	3577
705	8558	3564
706	8568	3551
707	8579	3538
708	8591	3526
709	8603	3514
710	8614	3501
711	8625	3488
712	8635	3476
713	8646	3463
714	8655	3450
715	8665	3437
716	8675	3424
717	8686	3411
718	8696	3398
719	8705	3385
720	8714	3372
721	8724	3359
722	8733	3346
723	8744	3333
724	8754	3320
725	8763	3307
726	8774	3294
727	8783	3281
728	8792	3268
729	8802	3255
730	8812	3242
731	8823	3230
732	8832	3217
733	8842	3204
734	8851	3191
735	8861	3178
736	8870	3165
737	8879	3152
738	8889	3139
739	8898	3126
740	8908	3113
741	8918	3101
742	8927	3088
743	8937	3075
744	8947	3062
745	8957	3049
746	8967	3037
747	8976	3024
748	8987	3011
749	8996	2998
750	9006	2986
751	9015	2973
752	9025	2960
753	9035	2947
754	9044	2935
755	9053	2922
756	9062	2909
757	9073	2896
758	9082	2883
759	9091	2871
760	9100	2858
761	9110	2845
762	9119	2832
763	9129	2819
764	9138	2807
765	9148	2794
766	9157	2781
767	9166	2769
768	9176	2756
769	9185	2743
770	9194	2730
771	9204	2718
772	9214	2705
773	9223	2693
774	9233	2680
775	9243	2668
776	9253	2655
777	9263	2643
778	9272	2630
779	9282	2618
780	9291	2605
781	9301	2593
782	9311	2580
783	9321	2568
784	9331	2555
785	9340	2543
786	9350	2530
787	9360	2518
788	9370	2505
789	9381	2493
790	9391	2481
791	9400	2468
792	9411	2456
793	9421	2444
794	9431	2432
795	9441	2419
796	9451	2407
797	9461	2395
798	9471	2382
799	9481	2370
800	9493	2358
801	9504	2346
802	9515	2334
803	9526	2322
804	9537	2310
805	9547	2297
806	9558	2285
807	9568	2273
808	9578	2261
809	9589	2249
810	9599	2237
811	9610	2225
812	9620	2212
813	9632	2200
814	9643	2188
815	9654	2177
816	9665	2165
817	9676	2152
818	9687	2141
819	9698	2128
820	9708	2116
821	9719	2104
822	9729	2092
823	9740	2080
824	9751	2068
825	9762	2056
826	9773	2044
827	9784	2032
828	9794	2020
829	9804	2008
830	9814	1995
831	9824	1983
832	9835	1971
833	9844	1959
834	9855	1947
835	9866	1935
836	9876	1923
837	9887	1911
838	9898	1899
839	9907	1887
840	9918	1875
841	9929	1863
842	9940	1851
843	9950	1839
844	9960	1827
845	9970	1814
846	9981	1802
847	9991	1790
848	10001	1778
849	10012	1766
850	10022	1754
851	10033	1742
852	10043	1730
853	10053	1718
854	10064	1706
855	10074	1694
856	10084	1682
857	10095	1670
858	10105	1658
859	10114	1646
860	10123	1634
861	10133	1622
862	10142	1610
863	10152	1598
864	10162	1585
865	10171	1573
866	10180	1561
867	10190	1549
868	10199	1537
869	10209	1525
870	10218	1513
871	10228	1501
872	10237	1489
873	10247	1477
874	10256	1465
875	10265	1453
876	10275	1441
877	10284	1429
878	10294	1417
879	10304	1405
880	10313	1393
881	10323	1381
882	10332	1369
883	10342	1357
884	10352	1345
885	10361	1333
886	10371	1321
887	10381	1309
888	10390	1297
889	10399	1285
890	10409	1273
891	10418	1261
892	10427	1249
893	10437	1237
894	10446	1225
895	10456	1213
896	10465	1201
897	10475	1189
898	10484	1177
899	10493	1165
900	10503	1154
901	10512	1142
902	10521	1130
903	10530	1118
904	10540	1106
905	10549	1094
906	10559	1082
907	10569	1070
908	10578	1058
909	10587	1047
910	10597	1035
911	10606	1023
912	10616	1011
913	10625	999
914	10634	987
915	10644	976
916	10654	964
917	10664	952
918	10673	940
919	10683	929
920	10694	917
921	10705	905
922	10715	893
923	10725	882
924	10735	870
925	10745	858
926	10755	847
927	10766	835
928	10775	823
929	10785	811
930	10794	800
931	10803	788
932	10813	776
933	10823	764
934	10833	753
935	10842	741
936	10851	729
937	10861	717
938	10871	706
939	10880	694
940	10890	682
941	10900	671
942	10909	659
943	10918	647
944	10928	636
945	10938	624
946	10947	612
947	10957	601
948	10966	589
949	10976	577
950	10986	566
951	10996	554
952	11006	542
953	11016	531
954	11026	519
955	11037	508
956	11046	496
957	11056	484
958	11065	473
959	11075	461
960	11084	449
961	11094	438
962	11104	426
963	11113	415
964	11123	403
965	11133	391
966	11142	380
967	11152	368
968	11162	357
969	11188	346
970	11202	334
971	11217	323
972	11230	311
973	11245	300
974	11260	288
975	11272	277
976	11283	265
977	11294	254
978	11305	242
979	11316	230
980	11326	219
981	11337	207
982	11348	196
983	11359	184
984	11371	173
985	11381	161
986	11392	150
987	11404	138
988	11417	126
989	11428	115
990	11440	103
991	11453	92
992	11466	80
993	11477	69
994	11489	57
995	11501	46
996	11514	34
997	11525	23
998	11538	11
999	11551	0
